Customer_ID,First_Name,Last_Name,Age,Gender,Marital_Status,Education,Occupation,City,State,Employment_Status,Annual_Income,Monthly_Income,Customer_Since,Customer_Segment,Risk_Profile
CUST103965,Simon,Purohit,47,Male,Single,Diploma,Salaried - Government,Bengaluru,Karnataka,Employed,1072360.73,89363.39,11,,Medium
CUST100303,Umang,Kohli,46,Male,Married,Graduate,Unemployed,Pune,Maharashtra,Not Employed,21901.33,1825.11,10,Business Owners,Low
CUST104513,Lohit,Sunder,38,Male,,High School,Salaried - Private,,Tamil Nadu,,1071956.58,89329.72,4,Business Owners,Medium
CUST103747,Brijesh,Walla,19,Male,Single,Post Graduate,Student,Ranchi,Jharkhand,Not Employed,87386.29,7282.19,1,Students,Medium
CUST100664,Bhavani,Seshadri,48,Female,Single,,Salaried - Private,Bengaluru,Karnataka,Employed,2201565.55,183463.8,8,Business Owners,Medium
CUST101177,Abeer,Manne,41,Male,Widowed,Post Graduate,Self Employed,Mysuru,Karnataka,Self Employed,685229.16,57102.43,12,Business Owners,Medium
CUST102676,Andrew,Sharaf,53,Male,Single,Diploma,Homemaker,Mysuru,Karnataka,Not Employed,85462.06,,4,,Low
CUST101947,Sai,Comar,35,Female,Married,Graduate,Salaried - Private,Coimbatore,Tamil Nadu,Employed,,42696.78,16,Young Professionals,Medium
CUST102501,Qushi,Pant,31,Female,,Post Graduate,Salaried - Government,Coimbatore,Tamil Nadu,Employed,898806.53,74900.54,13,Young Professionals,Medium
CUST101473,Samar,Dara,70,Male,Widowed,Post Graduate,,Nashik,Maharashtra,Retired,305363.25,25446.94,1,Retired Customers,
CUST103483,Harsh,Mander,26,Male,Widowed,Post Graduate,Salaried - Private,Mysuru,Karnataka,Employed,1028820.97,85735.08,8,Young Professionals,High
CUST103520,Siddharth,Pillay,21,Male,Widowed,Doctorate,Salaried - Government,Ahmedabad,Gujarat,Employed,1404456.85,117038.07,3,Young Professionals,Medium
CUST102132,Qasim,Buch,47,Male,Single,Doctorate,,Ahmedabad,Gujarat,Employed,2397158.48,199763.21,17,,Medium
CUST101026,Riya,Buch,29,Female,Married,Graduate,Salaried - Private,Bhubaneswar,Odisha,Employed,886744.68,73895.39,11,Young Professionals,High
CUST100961,Turvi,Goda,41,Female,Widowed,Graduate,Salaried - Private,Surat,Gujarat,Employed,1090933.78,90911.15,5,Business Owners,Medium
CUST102889,Divya,Wason,39,Female,Divorced,High School,Business Owner,Dehradun,Uttarakhand,Self Employed,3721628.78,310135.73,,High Net Worth Individuals,High
CUST103134,Harita,Shere,32,Female,Widowed,Graduate,Salaried - Private,Surat,Gujarat,Employed,1170478.84,97539.9,9,Young Professionals,Medium
CUST102009,Naksh,Koshy,49,Male,Divorced,Diploma,Freelancer,Bengaluru,Karnataka,Self Employed,488617.77,40718.15,1,Business Owners,Medium
CUST102149,Bakhshi,Chana,44,Male,Married,Graduate,Business Owner,Mysuru,Karnataka,Self Employed,8531940.44,710995.04,6,High Net Worth Individuals,High
CUST103323,Rachita,Zacharia,28,Other,Widowed,Graduate,Salaried - Private,Hyderabad,Telangana,,1715713.63,142976.14,1,Young Professionals,High
CUST102338,Advika,Ganesh,28,Female,Divorced,Graduate,Business Owner,Pune,Maharashtra,Self Employed,8499393.72,708282.81,10,High Net Worth Individuals,High
CUST103888,Vamakshi,Grewal,56,Female,Divorced,Graduate,Business Owner,Vadodara,Gujarat,Self Employed,4429119.93,369093.33,20,High Net Worth Individuals,High
CUST100304,Vincent,Raghavan,35,Male,Divorced,Post Graduate,Salaried - Private,Thiruvananthapuram,Kerala,Employed,668070.3,55672.53,15,Young Professionals,
CUST101440,Raksha,Iyer,35,Female,Divorced,Post Graduate,Salaried - Government,Lucknow,Uttar Pradesh,Employed,1069108.56,89092.38,12,Young Professionals,Medium
CUST101496,Hardik,Sawhney,35,Male,Married,Graduate,Business Owner,Surat,Gujarat,Self Employed,6933585.57,577798.8,1,High Net Worth Individuals,High
CUST102652,Oni,Pandya,43,Female,Widowed,Graduate,Business Owner,Dehradun,Uttarakhand,Self Employed,4607583.38,383965.28,20,High Net Worth Individuals,High
CUST102875,Kai,Chauhan,54,Male,Single,High School,Freelancer,Kochi,Kerala,Self Employed,1531468.2,127622.35,1,Business Owners,Medium
CUST100916,Jairaj,Balay,67,Male,Divorced,High School,Retired,Mumbai,Maharashtra,Retired,,27896.4,18,Retired Customers,Low
CUST104182,Riya,Srivastava,22,Female,Single,Graduate,Student,Mysuru,Karnataka,Not Employed,91500.95,7625.08,4,Students,Medium
CUST103721,Yash,Agate,20,Male,Single,Graduate,Student,Kanpur,Uttar Pradesh,Not Employed,42871.77,3572.65,2,Students,Medium
CUST102772,Widisha,Sarkar,30,Female,Single,Graduate,Freelancer,Mysuru,Karnataka,Self Employed,383015.21,31917.93,12,Young Professionals,Medium
CUST101624,Balveer,Rana,40,Male,Widowed,Post Graduate,Unemployed,Ranchi,Jharkhand,Not Employed,44267.52,3688.96,16,Business Owners,Low
CUST103837,Lajita,Setty,,Female,Single,Post Graduate,Student,Ludhiana,Punjab,Not Employed,16997.24,1416.44,1,Students,Medium
CUST100821,Pranit,Pillay,35,Male,Single,Graduate,Salaried - Private,Udaipur,Rajasthan,Employed,816982.12,68081.84,6,Young Professionals,Medium
CUST103964,Janani,Mohan,21,Female,Widowed,Post Graduate,Salaried - Private,Bhubaneswar,Odisha,Employed,1846077.37,153839.78,3,Young Professionals,High
CUST101354,Balendra,Karnik,,Male,Single,Doctorate,Salaried - Private,Ahmedabad,Gujarat,Employed,1671525.73,139293.81,13,Young Professionals,Medium
CUST104497,Noah,Balay,45,Male,Widowed,Post Graduate,Business Owner,Jaipur,Rajasthan,Self Employed,7513928.53,626160.71,18,High Net Worth Individuals,High
CUST100850,Yuvraj,Mann,46,Male,Divorced,High School,Self Employed,Kanpur,Uttar Pradesh,Self Employed,2661974.98,221831.25,,Business Owners,High
CUST101000,Banjeet,Vora,34,Male,Married,Doctorate,Salaried - Private,Dehradun,Uttarakhand,Employed,1305606.61,108800.55,10,Young Professionals,Medium
CUST103377,Janani,Soman,39,Other,Widowed,Graduate,Salaried - Private,Lucknow,Uttar Pradesh,Employed,815878.53,67989.88,6,Business Owners,Medium
CUST100018,Anthony,Sharaf,35,Male,Single,Graduate,Salaried - Private,Chennai,Tamil Nadu,Employed,1051512.14,87626.01,2,Young Professionals,Medium
CUST101637,Manya,Venkatesh,37,Female,Widowed,Graduate,Salaried - Private,Lucknow,Uttar Pradesh,Employed,1263255.08,105271.26,15,Business Owners,Medium
CUST101667,Nimrat,Toor,35,Female,Single,Graduate,Salaried - Private,Ahmedabad,Gujarat,Employed,1165563.68,97130.31,7,Young Professionals,Medium
CUST100493,Pallavi,Contractor,63,Female,Divorced,Graduate,Retired,Nashik,Maharashtra,Retired,591702.57,49308.55,12,Retired Customers,Low
CUST101347,Hredhaan,Sood,26,Male,Single,Graduate,Salaried - Private,Patna,Bihar,Employed,1030908.64,85909.05,5,Young Professionals,High
CUST103727,Wazir,Deo,69,,Married,Graduate,Retired,Surat,Gujarat,Retired,376481.72,31373.48,18,Retired Customers,Low
CUST104825,Charita,Sangha,71,Female,Single,Post Graduate,Retired,Pune,Maharashtra,,610355.42,50862.95,17,Retired Customers,Low
CUST103614,Dakshesh,Karan,18,Male,Single,Doctorate,Student,Thiruvananthapuram,Kerala,Not Employed,,2018.25,1,Students,Medium
CUST103481,Ethan,Dasgupta,51,Male,Widowed,Graduate,Business Owner,Hyderabad,Telangana,Self Employed,9652835.01,804402.92,3,High Net Worth Individuals,High
CUST100687,Hemangini,Kala,39,Female,Married,Post Graduate,Self Employed,Ranchi,Jharkhand,Self Employed,,127694.97,8,Business Owners,High
CUST103731,Omaja,Chakraborty,30,,Widowed,Diploma,Salaried - Government,Guwahati,Assam,Employed,1199271.1,99939.26,7,Young Professionals,Medium
CUST101608,Yash,Lanka,61,Male,Divorced,Graduate,Retired,Ranchi,Jharkhand,,697660.36,58138.36,3,Retired Customers,Low
CUST104084,Chandresh,Goel,22,Male,Widowed,Post Graduate,Salaried - Private,Ranchi,Jharkhand,Employed,631352.64,52612.72,4,Young Professionals,Medium
CUST103402,Ekansh,Aggarwal,46,Male,Single,Graduate,,Mumbai,Maharashtra,Not Employed,48731.58,4060.97,15,Business Owners,Low
CUST101009,Chakradev,Uppal,45,,Divorced,High School,Business Owner,Kanpur,Uttar Pradesh,Self Employed,16612716.82,1384393.07,3,High Net Worth Individuals,High
CUST102408,Jai,Kala,42,Male,Married,Graduate,Salaried - Private,Indore,Madhya Pradesh,Employed,1641048.11,136754.01,1,Business Owners,Medium
CUST101092,Arin,Kant,31,Male,,Post Graduate,Salaried - Government,Patna,Bihar,Employed,20206499.42,1683874.95,13,,High
CUST101327,Tanish,Kakar,41,Male,Single,Graduate,Salaried - Private,Pune,Maharashtra,Employed,2092807.02,,11,Business Owners,High
CUST101677,Sneha,Dasgupta,43,Female,Divorced,Graduate,Salaried - Private,Bhubaneswar,Odisha,Employed,1538333.66,128194.47,16,Business Owners,Medium
CUST101999,Yagnesh,Narayanan,45,Male,Widowed,Graduate,Salaried - Government,Indore,Madhya Pradesh,Employed,1397862.85,116488.57,12,Business Owners,Medium
CUST101310,Charvi,Deshmukh,30,Female,Widowed,Graduate,Salaried - Government,Pune,Maharashtra,Employed,1303807.87,108650.66,12,Young Professionals,
CUST103258,Gaurav,Raja,37,Male,Single,,Self Employed,Coimbatore,Tamil Nadu,Self Employed,1358151.8,113179.32,14,Business Owners,High
CUST101987,Ronith,Yogi,54,Male,Single,Graduate,Salaried - Government,Hyderabad,,Employed,1162112.06,96842.67,3,Business Owners,Medium
CUST103648,Bakhshi,Chad,47,Male,Single,Post Graduate,Business Owner,,Kerala,Self Employed,2349200.53,195766.71,6,Business Owners,High
CUST100344,Jonathan,Sridhar,51,Male,Widowed,Graduate,Homemaker,Dehradun,Uttarakhand,Not Employed,93886.41,7823.87,16,Business Owners,Low
CUST104482,Aarini,Dugal,36,Female,Widowed,Post Graduate,Business Owner,Raipur,Chhattisgarh,Self Employed,7094408.1,591200.67,14,High Net Worth Individuals,High
CUST100986,Matthew,Apte,31,Male,Married,Post Graduate,Salaried - Government,Vadodara,Gujarat,Employed,744790.84,62065.9,13,Young Professionals,Medium
CUST104544,Luke,Sodhi,28,Male,Widowed,Graduate,Salaried - Private,Coimbatore,Tamil Nadu,Employed,1299457.38,108288.11,10,Young Professionals,High
CUST103807,Wazir,Agrawal,67,Male,Widowed,,Retired,Guwahati,Assam,Retired,610429.84,50869.15,7,Retired Customers,Low
CUST104523,Falan,Karnik,26,,Single,High School,Business Owner,Jaipur,Rajasthan,Self Employed,7202825.06,600235.42,8,High Net Worth Individuals,High
CUST104002,Panini,Chada,24,Female,Married,Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,908366.68,75697.22,4,Young Professionals,High
CUST103091,Gautami,Walla,19,Female,Single,Post Graduate,,Thiruvananthapuram,Kerala,Not Employed,10672.52,889.38,1,Students,Medium
CUST103961,Hemang,Kanda,44,Male,Single,Graduate,Salaried - Government,Ahmedabad,,,953972.71,79497.73,12,Business Owners,Medium
CUST101142,Hemal,Murty,21,Female,Widowed,Post Graduate,Student,Kochi,Kerala,Not Employed,74919.1,6243.26,3,Students,Medium
CUST102358,Ikshita,Grover,34,Female,Married,Graduate,Salaried - Private,Kolkata,West Bengal,Employed,821131.08,68427.59,13,Young Professionals,
CUST101198,Oeshi,Iyer,45,Female,Single,Graduate,Business Owner,Kochi,Kerala,Self Employed,12936795.6,1078066.3,6,High Net Worth Individuals,High
CUST100085,Amol,Narayanan,33,Male,Single,High School,Salaried - Government,Raipur,Chhattisgarh,Employed,584673.89,48722.82,4,Young Professionals,Medium
CUST101518,Orinder,Thakkar,18,Male,Single,Post Graduate,Unemployed,Lucknow,Uttar Pradesh,Not Employed,75770.89,6314.24,1,Young Professionals,Medium
CUST100516,Yash,Reddy,35,Male,Widowed,Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,1096320.92,91360.08,14,Young Professionals,
CUST101381,Abha,Patel,59,Female,Married,Post Graduate,Retired,Raipur,Chhattisgarh,Retired,361896.31,30158.03,,Retired Customers,Low
CUST102716,Gavin,Narayanan,54,Male,Single,Graduate,Salaried - Private,Kochi,Kerala,Employed,957760.91,79813.41,6,Business Owners,Medium
CUST103084,Nathan,Date,45,Male,Divorced,Post Graduate,Self Employed,Nagpur,Maharashtra,Self Employed,3308590.78,275715.9,17,High Net Worth Individuals,High
CUST101014,Mitesh,Bains,25,Male,Widowed,Diploma,Self Employed,Nagpur,Maharashtra,Self Employed,1016433.03,84702.75,7,Young Professionals,High
CUST100128,Ubika,Virk,39,Female,Widowed,Graduate,Salaried - Private,Nagpur,Maharashtra,Employed,2352536.32,196044.69,9,Business Owners,High
CUST101364,Forum,Sabharwal,41,Female,Widowed,Graduate,Salaried - Government,Indore,Madhya Pradesh,Employed,1376839.24,114736.6,18,Business Owners,Medium
CUST103623,Charan,Barman,32,Male,Single,Post Graduate,Salaried - Government,Jaipur,Rajasthan,Employed,944888.79,78740.73,,Young Professionals,Medium
CUST104970,Nathaniel,Apte,30,Male,Divorced,Graduate,Salaried - Private,Bhubaneswar,Odisha,Employed,740889.98,61740.83,4,Young Professionals,Medium
CUST100891,Meera,Dani,54,Female,Single,Post Graduate,Self Employed,Nashik,Maharashtra,Self Employed,1664318.16,138693.18,18,Business Owners,Medium
CUST102793,Nimrat,Bera,,Female,Single,High School,Salaried - Government,Ranchi,Jharkhand,Employed,907866.36,75655.53,2,,Medium
CUST104238,Lakshit,Bhatt,35,Male,Divorced,Post Graduate,Salaried - Private,Guwahati,Assam,Employed,1213758.31,101146.53,16,Young Professionals,Medium
CUST101359,Sai,Deol,33,Female,Single,Post Graduate,Salaried - Private,Bengaluru,,Employed,1270794.26,105899.52,14,Young Professionals,
CUST100307,Hemani,Sura,29,Female,Married,High School,Business Owner,Delhi,Delhi,Self Employed,6282189.41,523515.78,5,High Net Worth Individuals,High
CUST101661,Chaitanya,Guha,37,Male,Single,Graduate,Business Owner,Raipur,Chhattisgarh,Self Employed,,400201.65,18,High Net Worth Individuals,High
CUST102431,Sai,Brar,23,Female,Married,Post Graduate,Student,Guwahati,Assam,,94442,7870.17,5,Students,Medium
CUST103934,Jagrati,Mody,43,Female,Single,Post Graduate,Salaried - Private,Vadodara,Gujarat,Employed,2728059.12,227338.26,20,Business Owners,High
CUST101317,Krish,Sachdeva,45,Male,Single,Graduate,Salaried - Private,Kanpur,Uttar Pradesh,Employed,1111926.85,92660.57,2,Business Owners,Medium
CUST104303,Udyati,Nagarajan,77,Female,Divorced,High School,Retired,Chandigarh,Punjab,Retired,729559.93,60796.66,6,Retired Customers,
CUST102474,Michael,Sengupta,29,Male,Divorced,Graduate,Salaried - Private,Ludhiana,Punjab,Employed,984503.28,82041.94,10,Young Professionals,High
CUST102542,Triveni,Kapadia,24,Female,Widowed,Graduate,Salaried - Private,Jaipur,Rajasthan,Employed,595239.02,49603.25,6,Young Professionals,Medium
CUST101246,Gauri,Narayanan,52,Female,Widowed,,Unemployed,Chennai,Tamil Nadu,Not Employed,21708.28,1809.02,5,Business Owners,Low
CUST101208,Henry,Sarma,37,Male,Widowed,Graduate,Business Owner,,Maharashtra,Self Employed,6702878.4,558573.2,1,High Net Worth Individuals,High
CUST100216,Amaira,Batra,57,Female,Widowed,Graduate,Salaried - Government,Ludhiana,Punjab,Employed,1732924.21,144410.35,5,Business Owners,Medium
CUST104292,Urmi,Kaul,21,Female,Divorced,High School,Freelancer,Pune,Maharashtra,Self Employed,679481.26,56623.44,3,Young Professionals,High
CUST103062,Ekaja,Som,47,Female,Married,Graduate,Salaried - Private,Ahmedabad,,Employed,676710.55,56392.55,3,Business Owners,Medium
CUST101239,Theodore,Sethi,19,Male,Single,High School,Student,Kanpur,Uttar Pradesh,,55826.74,4652.23,1,Students,Medium
CUST102289,Ijaya,Sabharwal,22,Female,Married,Diploma,Student,Kochi,Kerala,Not Employed,49044.12,4087.01,4,Students,
CUST102740,Mitesh,Ravi,64,Male,Single,Graduate,Retired,Jaipur,Rajasthan,,718401.55,59866.8,11,Retired Customers,Low
CUST100275,Krishna,Iyengar,45,Female,Married,Diploma,Self Employed,Dehradun,,Self Employed,607213.63,50601.14,10,Business Owners,Medium
CUST100489,Qadim,Wali,20,Male,Single,Graduate,Unemployed,Bhubaneswar,Odisha,Not Employed,28664.3,2388.69,2,Young Professionals,Medium
CUST101035,Krishna,Sharma,34,Female,Divorced,Graduate,Salaried - Government,,Maharashtra,Employed,976608.25,81384.02,2,Young Professionals,Medium
CUST101229,Faqid,Pai,65,Male,Divorced,Diploma,Self Employed,Kanpur,Uttar Pradesh,Self Employed,2952922.93,246076.91,,Business Owners,Medium
CUST104585,Imaran,Minhas,23,Male,Widowed,Diploma,Student,Kolkata,West Bengal,Not Employed,61872.4,5156.03,5,Students,Medium
CUST101008,Ishanvi,Suresh,34,Female,Widowed,Doctorate,,Mumbai,Maharashtra,Employed,865134.04,,7,,Medium
CUST104689,Dayamai,Bhasin,42,,Widowed,Post Graduate,Business Owner,Raipur,Chhattisgarh,Self Employed,6067008.99,505584.08,19,High Net Worth Individuals,High
CUST104026,Girik,Issac,65,Male,Single,Graduate,Retired,Bengaluru,Karnataka,Retired,442679.3,36889.94,9,Retired Customers,Low
CUST103182,Nimrat,Patil,67,Female,Widowed,High School,Retired,Dehradun,Uttarakhand,Retired,609385.97,50782.16,20,Retired Customers,Low
CUST102532,Amara,Parmer,75,Female,Single,Graduate,Retired,Kanpur,Uttar Pradesh,Retired,855383.3,71281.94,12,Retired Customers,Low
CUST104169,Chaaya,Parsa,53,Female,Single,Post Graduate,Self Employed,Pune,Maharashtra,Self Employed,2022974.54,168581.21,11,Business Owners,High
CUST101058,Nathaniel,Saha,43,Male,Single,High School,Self Employed,Ahmedabad,Gujarat,Self Employed,1883246.46,156937.2,6,Business Owners,High
CUST102166,Dalbir,Kuruvilla,58,Male,Single,Graduate,Business Owner,Bengaluru,Karnataka,Self Employed,5975867.91,497988.99,19,High Net Worth Individuals,High
CUST104578,Rehaan,Ramakrishnan,31,Male,Widowed,Post Graduate,,Surat,Gujarat,Employed,1316247.73,109687.31,11,,Medium
CUST100281,Geetika,Contractor,22,Female,Single,,Student,Raipur,Chhattisgarh,Not Employed,43240.39,3603.37,4,Students,Medium
CUST103565,Wridesh,Dhillon,29,,Widowed,Graduate,Salaried - Private,Guwahati,Assam,Employed,1717081.39,143090.12,10,Young Professionals,High
CUST101316,Yash,Dhar,65,Male,Married,Diploma,Retired,Ludhiana,Punjab,Retired,505135.58,42094.63,6,Retired Customers,Low
CUST104978,Shivansh,Saran,40,Male,,,Salaried - Private,Dehradun,Uttarakhand,Employed,1228456.59,102371.38,15,Business Owners,Medium
CUST100968,Zaitra,Tak,21,Female,Married,High School,Salaried - Private,Kolkata,West Bengal,Employed,1962920.18,163576.68,3,Young Professionals,
CUST103126,Sarthak,Dewan,,Male,Married,Graduate,Business Owner,Kochi,Kerala,Self Employed,10383707.84,865308.99,1,High Net Worth Individuals,High
CUST103920,Deepa,Dhar,38,Female,Single,Diploma,Business Owner,Guwahati,Assam,Self Employed,13689938.14,,14,High Net Worth Individuals,High
CUST103166,Matthew,Madan,58,Male,Widowed,Graduate,Retired,Nagpur,Maharashtra,Retired,842384.95,70198.75,4,Retired Customers,Medium
CUST103519,Udyati,Chana,56,Female,Widowed,Graduate,Business Owner,Bhopal,,Self Employed,8855431.9,737952.66,19,High Net Worth Individuals,High
CUST100619,Eiravati,Rai,62,Female,Widowed,Graduate,Business Owner,Delhi,Delhi,Self Employed,11486835.01,957236.25,20,High Net Worth Individuals,Medium
CUST103346,Nilima,Shetty,55,Female,Widowed,Post Graduate,Self Employed,Kanpur,Uttar Pradesh,Self Employed,1295631.23,107969.27,18,Business Owners,Medium
CUST101742,Nirja,Bhardwaj,34,Female,Widowed,High School,Salaried - Government,Bhopal,Madhya Pradesh,Employed,732393.99,61032.83,12,Young Professionals,Medium
CUST101390,Zehaan,Mangat,34,Male,Divorced,Post Graduate,Freelancer,Nagpur,Maharashtra,Self Employed,641510.85,53459.24,16,Young Professionals,Medium
CUST104050,Anusha,Chand,66,Female,Divorced,,Retired,Mumbai,Maharashtra,Retired,332056.02,27671.34,12,Retired Customers,Low
CUST101847,Tristan,Sem,63,Male,Divorced,Graduate,Retired,Vadodara,Gujarat,Retired,511612.27,42634.36,16,Retired Customers,Low
CUST101579,Gautami,Seth,46,Female,Widowed,Graduate,Salaried - Private,Ahmedabad,Gujarat,Employed,1839562.63,153296.89,1,Business Owners,
CUST101655,Max,Mukhopadhyay,46,Male,Single,Post Graduate,Self Employed,Indore,Madhya Pradesh,Self Employed,2950646.14,245887.18,10,Business Owners,High
CUST102352,Urvashi,Hans,22,Female,Widowed,Graduate,Salaried - Government,Bhubaneswar,Odisha,Employed,1191136.59,99261.38,4,Young Professionals,Medium
CUST102212,Varenya,Gole,21,Female,Married,High School,Salaried - Private,Udaipur,Rajasthan,Employed,580861.69,48405.14,3,Young Professionals,Medium
CUST102020,Brinda,Borra,28,Female,Divorced,Graduate,Unemployed,Guwahati,Assam,Not Employed,30590.38,2549.2,10,Young Professionals,Medium
CUST104972,Viraj,Nagy,39,Male,Widowed,High School,Salaried - Private,,Madhya Pradesh,Employed,1044107.75,87008.98,8,Business Owners,Medium
CUST101956,Aarush,Bhatti,24,Male,Single,High School,Salaried - Government,Vadodara,Gujarat,Employed,1667739.53,138978.29,6,Young Professionals,Medium
CUST101307,Frado,Naik,38,Male,Married,High School,Unemployed,Chennai,Tamil Nadu,Not Employed,82202.53,6850.21,3,Business Owners,Low
CUST102003,Indali,Nadkarni,22,Female,Married,High School,Student,Chandigarh,Punjab,Not Employed,107331.4,,4,Students,Medium
CUST104455,Isaiah,Gill,39,Male,Divorced,Graduate,Freelancer,Bhubaneswar,Odisha,Self Employed,1051629.46,87635.79,8,,High
CUST100575,Omya,Das,38,Female,,Graduate,Salaried - Private,Jaipur,Rajasthan,Employed,1772504,147708.67,6,Business Owners,Medium
CUST104089,Urvi,Parmar,31,Female,Widowed,Post Graduate,Salaried - Private,Delhi,Delhi,Employed,2038425.16,169868.76,9,Young Professionals,High
CUST104319,Ojas,Dua,31,Male,Married,High School,Salaried - Private,Ranchi,Jharkhand,Employed,1678752.43,139896.04,13,Young Professionals,Medium
CUST104436,Yashasvi,Mangat,23,Female,Single,Graduate,Salaried - Private,Bengaluru,Karnataka,Employed,942657.5,,5,Young Professionals,High
CUST101706,Leena,Misra,20,,Single,High School,Student,Bhopal,Madhya Pradesh,Not Employed,39389.3,3282.44,2,Students,Medium
CUST103742,Yashasvi,Bahl,45,Female,Widowed,Graduate,Salaried - Government,Delhi,Delhi,Employed,2000241.47,166686.79,1,Business Owners,
CUST103470,Thomas,Bera,21,Male,Single,High School,Salaried - Private,Ludhiana,Punjab,Employed,458116.54,38176.38,3,Young Professionals,Medium
CUST101280,Aarna,Sundaram,33,Female,Single,Graduate,Salaried - Government,Pune,Maharashtra,Employed,782042.9,65170.24,2,Young Professionals,Medium
CUST100861,Eiravati,Prabhakar,,,Divorced,Graduate,Homemaker,Bengaluru,Karnataka,Not Employed,41762.34,3480.19,4,Business Owners,Low
CUST104145,Nathan,Baral,41,Male,Single,Diploma,Self Employed,Mumbai,Maharashtra,,3495147.15,291262.26,6,High Net Worth Individuals,High
CUST101801,Kabir,Kashyap,26,Male,Married,Graduate,,Udaipur,Rajasthan,Not Employed,49736.78,4144.73,8,Young Professionals,Medium
CUST101628,Gabriel,Ganesh,48,Male,Married,Doctorate,Self Employed,Chennai,Tamil Nadu,Self Employed,1038619.62,86551.63,14,Business Owners,Medium
CUST101993,Lajita,Hari,25,Female,Married,Post Graduate,Salaried - Government,Ludhiana,Punjab,Employed,1017714.16,84809.51,7,Young Professionals,Medium
CUST102639,Deepa,Nath,39,Female,Divorced,Post Graduate,Salaried - Private,Surat,Gujarat,Employed,1009347.13,84112.26,10,Business Owners,Medium
CUST100269,Shivansh,Krishnan,40,Male,Widowed,Graduate,Homemaker,Thiruvananthapuram,Kerala,Not Employed,56768.31,4730.69,9,Business Owners,Low
CUST100629,Advaith,Nair,35,Male,Widowed,High School,Salaried - Government,Ludhiana,Punjab,Employed,1796181.81,149681.82,12,,Medium
CUST103081,Harita,Dube,66,Female,Single,Diploma,Retired,Nagpur,Maharashtra,Retired,399738.16,33311.51,,Retired Customers,Low
CUST102334,Hardik,Patel,34,Male,Single,Doctorate,Salaried - Government,Mysuru,Karnataka,Employed,810394.55,67532.88,16,Young Professionals,Medium
CUST102966,Oviya,Setty,60,Female,Widowed,Post Graduate,Retired,Guwahati,Assam,Retired,777301.89,64775.16,10,Retired Customers,Low
CUST100300,Urmi,Loyal,29,Female,Single,Graduate,Salaried - Government,Indore,Madhya Pradesh,Employed,1080364.49,90030.37,6,Young Professionals,Medium
CUST100459,Frederick,Gill,20,Male,Single,Diploma,Student,Kolkata,West Bengal,Not Employed,58646.59,4887.22,2,Students,Medium
CUST101447,Jackson,Pal,31,Male,Married,,Freelancer,Pune,,Self Employed,504775.26,42064.61,5,Young Professionals,
CUST101472,Viraj,Murthy,35,Male,Married,High School,Salaried - Government,Bhubaneswar,Odisha,Employed,1067933.61,88994.47,6,Young Professionals,Medium
CUST102046,Neel,Chauhan,54,Male,Married,Graduate,Business Owner,Chandigarh,Punjab,Self Employed,2774606.21,231217.18,8,Business Owners,High
CUST104228,Hemani,Thakkar,23,Female,Married,High School,Student,Udaipur,Rajasthan,Not Employed,24572.69,2047.72,5,Students,Medium
CUST103764,Saumya,Chaudhary,21,Female,Divorced,Diploma,Salaried - Private,Pune,Maharashtra,,1597253.96,133104.5,3,Young Professionals,High
CUST102113,Leena,Wason,46,Female,Married,Post Graduate,Salaried - Government,Kolkata,West Bengal,Employed,929506.52,77458.88,,Business Owners,Medium
CUST100027,Rajata,Gaba,34,Female,Widowed,Graduate,Salaried - Government,Kanpur,Uttar Pradesh,Employed,581379.05,48448.25,9,Young Professionals,Medium
CUST103839,Ati,Naidu,34,Female,,Graduate,Homemaker,Nagpur,Maharashtra,Not Employed,24502.31,2041.86,5,,Low
CUST104522,Hemangini,Gulati,32,Female,Single,Graduate,Self Employed,Ahmedabad,Gujarat,Self Employed,1127414.71,93951.23,6,Young Professionals,High
CUST100837,Ojasvi,Kar,23,Female,Married,High School,Student,Ranchi,Jharkhand,Not Employed,23479.63,1956.64,5,,Medium
CUST103826,Yatin,Kadakia,18,Male,Single,High School,Student,Kanpur,,Not Employed,18840.57,1570.05,1,Students,Medium
CUST102008,Hamsini,Agrawal,42,Female,Single,Post Graduate,Self Employed,Chandigarh,Punjab,Self Employed,841161.1,70096.76,17,Business Owners,High
CUST104907,Krisha,Radhakrishnan,36,Female,Divorced,Graduate,Business Owner,Lucknow,Uttar Pradesh,,7133835.58,594486.3,10,High Net Worth Individuals,High
CUST100503,Vrishti,Bakshi,43,Female,Single,Graduate,Self Employed,Pune,,Self Employed,673233.27,56102.77,9,Business Owners,Medium
CUST103206,Priya,Pandey,20,Female,Single,Diploma,Student,Lucknow,Uttar Pradesh,Not Employed,79591.2,6632.6,2,Students,Medium
CUST104304,Qabil,Date,,Male,Widowed,Graduate,Salaried - Private,Patna,Bihar,Employed,2532703.05,211058.59,11,Young Professionals,High
CUST100380,Jeremiah,Bal,32,Male,Married,,Salaried - Private,Mysuru,Karnataka,Employed,970499.63,80874.97,3,Young Professionals,Medium
CUST101851,Aditya,Chauhan,21,Male,Divorced,Graduate,Salaried - Private,Chennai,,Employed,1127044.07,93920.34,3,,High
CUST101525,Rachita,Kaul,21,Female,Divorced,Graduate,,Ludhiana,Punjab,Not Employed,97942.44,8161.87,1,Students,Medium
